image_path,label
train\trash\trash26.jpg,trash
train\trash\trash28.jpg,trash
train\trash\trash29.jpg,trash
train\trash\trash31.jpg,trash
train\trash\trash32.jpg,trash
train\trash\trash33.jpg,trash
train\trash\trash34.jpg,trash
train\trash\trash35.jpg,trash
train\trash\trash36.jpg,trash
train\trash\trash37.jpg,trash
train\trash\trash38.jpg,trash
train\trash\trash39.jpg,trash
train\trash\trash4.jpg,trash
train\trash\trash40.jpg,trash
train\trash\trash41.jpg,trash
train\trash\trash42.jpg,trash
train\trash\trash43.jpg,trash
train\trash\trash44.jpg,trash
train\trash\trash46.jpg,trash
train\trash\trash47.jpg,trash
train\trash\trash48.jpg,trash
train\trash\trash49.jpg,trash
train\trash\trash5.jpg,trash
train\trash\trash51.jpg,trash
train\trash\trash53.jpg,trash
train\trash\trash54.jpg,trash
train\trash\trash56.jpg,trash
train\trash\trash57.jpg,trash
train\trash\trash59.jpg,trash
train\trash\trash6.jpg,trash
train\trash\trash60.jpg,trash
train\trash\trash61.jpg,trash
train\trash\trash62.jpg,trash
train\trash\trash64.jpg,trash
train\trash\trash65.jpg,trash
train\trash\trash66.jpg,trash
train\trash\trash68.jpg,trash
train\trash\trash69.jpg,trash
train\trash\trash7.jpg,trash
train\trash\trash71.jpg,trash
train\trash\trash72.jpg,trash
train\trash\trash73.jpg,trash
train\trash\trash74.jpg,trash
train\trash\trash75.jpg,trash
train\trash\trash76.jpg,trash
train\trash\trash77.jpg,trash
train\trash\trash78.jpg,trash
train\trash\trash79.jpg,trash
train\trash\trash8.jpg,trash
train\trash\trash80.jpg,trash
train\trash\trash81.jpg,trash
train\trash\trash82.jpg,trash
train\trash\trash84.jpg,trash
train\trash\trash85.jpg,trash
train\trash\trash86.jpg,trash
train\trash\trash87.jpg,trash
train\trash\trash89.jpg,trash
train\trash\trash9.jpg,trash
train\trash\trash92.jpg,trash
train\trash\trash93.jpg,trash
train\trash\trash94.jpg,trash
train\trash\trash97.jpg,trash
